"","cps19_age","cps19_gender","cps19_education","pes19_votechoice2019"
"2561",48,"A man","Some technical, community college, CEGEP, College Classique","NDP"
"2562",36,"A woman","Master's degree","Liberal Party"
"2563",63,"A woman","Completed secondary/ high school","Conservative Party"
"2564",70,"A man","Completed technical, community college, CEGEP, College Classique","Conservative Party"
"2565",50,"A woman","Completed secondary/ high school","Liberal Party"
"2566",60,"A woman","Bachelor's degree","Liberal Party"
"2567",43,"A woman","Completed technical, community college, CEGEP, College Classique","Green Party"
"2568",60,"A woman","Completed technical, community college, CEGEP, College Classique","Conservative Party"
"2569",62,"A man","Master's degree","Liberal Party"
"2570",72,"A man","Bachelor's degree","Liberal Party"
"2571",72,"A woman","Some technical, community college, CEGEP, College Classique","Conservative Party"
"2572",74,"A man","Bachelor's degree","Conservative Party"
"2573",44,"A woman","Some technical, community college, CEGEP, College Classique","Liberal Party"
"2574",82,"A man","Completed technical, community college, CEGEP, College Classique","Conservative Party"
"2575",38,"A woman","Completed secondary/ high school","Don't know / Prefer not to answer"
"2576",59,"A woman","Bachelor's degree","Conservative Party"
"2577",80,"A woman","Professional degree or doctorate","Liberal Party"
"2578",61,"A woman","Completed technical, community college, CEGEP, College Classique","Conservative Party"
"2579",67,"A man","Completed technical, community college, CEGEP, College Classique","People's Party"
"2580",49,"A woman","Completed secondary/ high school","Green Party"
"2581",23,"A man","Some university","Liberal Party"
"2582",65,"A man","Completed technical, community college, CEGEP, College Classique","Conservative Party"
"2583",65,"A woman","Completed technical, community college, CEGEP, College Classique","Conservative Party"
"2584",75,"A man","Bachelor's degree","Conservative Party"
"2585",70,"A man","Bachelor's degree","NDP"
"2586",63,"A man","Completed secondary/ high school","Liberal Party"
"2587",35,"A woman","Completed technical, community college, CEGEP, College Classique","Liberal Party"
"2588",70,"A woman","Some secondary/ high school","Green Party"
"2589",50,"A woman","Completed secondary/ high school","Conservative Party"
"2590",45,"A woman","Completed technical, community college, CEGEP, College Classique","Conservative Party"
"2591",60,"A man","Completed technical, community college, CEGEP, College Classique","NDP"
"2592",62,"A man","Completed secondary/ high school","Liberal Party"
"2593",41,"A woman","Completed technical, community college, CEGEP, College Classique","Liberal Party"
"2594",29,"A man","Bachelor's degree","Liberal Party"
"2595",65,"A man","Completed secondary/ high school","Conservative Party"
"2596",27,"A man","Some secondary/ high school","Bloc Qu̩b̩cois"
"2597",66,"A woman","Some university","Liberal Party"
"2598",40,"A woman","Some secondary/ high school","Bloc Qu̩b̩cois"
"2599",52,"A woman","Bachelor's degree","Liberal Party"
"2600",19,"A man","Completed secondary/ high school","Liberal Party"
"2601",28,"A woman","Completed technical, community college, CEGEP, College Classique","Green Party"
"2602",27,"A woman","Bachelor's degree","Liberal Party"
"2603",47,"A woman","Completed technical, community college, CEGEP, College Classique","NDP"
"2604",35,"A woman","Bachelor's degree","Liberal Party"
"2605",42,"A woman","Bachelor's degree","Liberal Party"
"2606",68,"A woman","Completed secondary/ high school","Liberal Party"
"2607",70,"A woman","Completed technical, community college, CEGEP, College Classique","Liberal Party"
"2608",38,"A woman","Completed technical, community college, CEGEP, College Classique","Conservative Party"
"2609",54,"A woman","Completed technical, community college, CEGEP, College Classique","Conservative Party"
"2610",33,"A woman","Bachelor's degree","Conservative Party"
"2611",60,"A man","Some university","Liberal Party"
"2612",71,"A woman","Bachelor's degree","Liberal Party"
"2613",38,"A woman","Completed technical, community college, CEGEP, College Classique","NDP"
"2614",65,"A woman","Master's degree","Liberal Party"
"2615",37,"A woman","Some secondary/ high school","Conservative Party"
"2616",36,"A woman","Some secondary/ high school","Conservative Party"
"2617",73,"A man","Completed technical, community college, CEGEP, College Classique","Liberal Party"
"2618",66,"A woman","Completed technical, community college, CEGEP, College Classique","Conservative Party"
"2619",67,"A woman","Bachelor's degree","Liberal Party"
"2620",73,"A woman","Some technical, community college, CEGEP, College Classique","Liberal Party"
"2621",33,"A woman","Completed technical, community college, CEGEP, College Classique","Green Party"
"2622",24,"A woman","Bachelor's degree","Liberal Party"
"2623",79,"A woman","Bachelor's degree","Conservative Party"
"2624",50,"A woman","Completed technical, community college, CEGEP, College Classique","Conservative Party"
"2625",62,"A woman","Some university","Liberal Party"
"2626",71,"A man","Bachelor's degree","Liberal Party"
"2627",57,"A woman","Completed technical, community college, CEGEP, College Classique","Liberal Party"
"2628",64,"A woman","Completed secondary/ high school","Liberal Party"
"2629",56,"A man","Bachelor's degree","Conservative Party"
"2630",73,"A man","Completed technical, community college, CEGEP, College Classique","Conservative Party"
"2631",56,"A man","Bachelor's degree","Conservative Party"
"2632",75,"A woman","Completed secondary/ high school","Conservative Party"
"2633",57,"A man","Bachelor's degree","Conservative Party"
"2634",60,"A woman","Bachelor's degree","Conservative Party"
"2635",69,"A man","Some university","Liberal Party"
"2636",84,"A man","Master's degree","Conservative Party"
"2637",42,"A woman","Professional degree or doctorate","Liberal Party"
"2638",57,"A woman","Some university","Conservative Party"
"2639",71,"A man","Some technical, community college, CEGEP, College Classique","Conservative Party"
"2640",76,"A woman","Bachelor's degree","Liberal Party"
"2641",60,"A woman","Completed secondary/ high school","Liberal Party"
"2642",67,"A man","Bachelor's degree","Conservative Party"
"2643",53,"A woman","Some university","Conservative Party"
"2644",38,"A woman","Some technical, community college, CEGEP, College Classique","Conservative Party"
"2645",41,"A woman","Some technical, community college, CEGEP, College Classique","Liberal Party"
"2646",19,"A woman","Some university","Liberal Party"
"2647",65,"A man","Some secondary/ high school","Don't know / Prefer not to answer"
"2648",70,"A man","Some university","Conservative Party"
"2649",59,"A woman","Completed secondary/ high school","Green Party"
"2650",25,"A woman","Completed technical, community college, CEGEP, College Classique","Conservative Party"
"2651",29,"A woman","Master's degree","Liberal Party"
"2652",68,"A man","Completed technical, community college, CEGEP, College Classique","Conservative Party"
"2653",75,"A man","Completed secondary/ high school","Conservative Party"
"2654",70,"A woman","Completed secondary/ high school","Liberal Party"
"2655",74,"A man","Completed secondary/ high school","Liberal Party"
"2656",61,"A woman","Some technical, community college, CEGEP, College Classique","Liberal Party"
"2657",65,"A man","Completed technical, community college, CEGEP, College Classique","NDP"
"2658",49,"A man","Bachelor's degree","Conservative Party"
"2659",66,"A man","Master's degree","NDP"
"2660",46,"A woman","Some secondary/ high school","Conservative Party"
"2661",65,"A man","Bachelor's degree","Liberal Party"
"2662",71,"A man","Bachelor's degree","Liberal Party"
"2663",75,"A man","Some university","Conservative Party"
"2664",43,"A woman","Professional degree or doctorate","NDP"
"2665",21,"A woman","Bachelor's degree","Liberal Party"
"2666",29,"A man","Some university","Liberal Party"
"2667",26,"A woman","Completed secondary/ high school","Conservative Party"
"2668",73,"A woman","Completed technical, community college, CEGEP, College Classique","NDP"
"2669",72,"A man","Some technical, community college, CEGEP, College Classique","NDP"
"2670",27,"A man","Completed secondary/ high school","Liberal Party"
"2671",68,"A woman","Professional degree or doctorate","NDP"
"2672",62,"A woman","Some technical, community college, CEGEP, College Classique","Conservative Party"
"2673",26,"A woman","Completed secondary/ high school","Green Party"
"2674",69,"A man","Completed technical, community college, CEGEP, College Classique","Green Party"
"2675",68,"A man","Completed technical, community college, CEGEP, College Classique","Liberal Party"
"2676",69,"A man","Bachelor's degree","Liberal Party"
"2677",52,"A woman","Completed technical, community college, CEGEP, College Classique","Green Party"
"2678",64,"A woman","Some secondary/ high school","Liberal Party"
"2679",72,"A woman","Completed technical, community college, CEGEP, College Classique","Green Party"
"2680",63,"A man","Bachelor's degree","Liberal Party"
"2681",73,"A woman","Completed secondary/ high school","Conservative Party"
"2682",67,"A woman","Bachelor's degree","Liberal Party"
"2683",77,"A man","Some university","Liberal Party"
"2684",37,"A woman","Completed technical, community college, CEGEP, College Classique","Liberal Party"
"2685",69,"A man","Bachelor's degree","Green Party"
"2686",70,"A man","Some university","Conservative Party"
"2687",33,"A woman","Some technical, community college, CEGEP, College Classique","Green Party"
"2688",66,"A man","Professional degree or doctorate","Liberal Party"
"2689",67,"A man","Some university","Don't know / Prefer not to answer"
"2690",24,"A woman","Master's degree","NDP"
"2691",73,"A man","Bachelor's degree","Green Party"
"2692",67,"A woman","Some secondary/ high school","Conservative Party"
"2693",64,"A woman","Bachelor's degree","Liberal Party"
"2694",75,"A man","Completed technical, community college, CEGEP, College Classique","Conservative Party"
"2695",60,"A man","Bachelor's degree","Liberal Party"
"2696",65,"A man","Completed technical, community college, CEGEP, College Classique","Conservative Party"
"2697",76,"A woman","Completed technical, community college, CEGEP, College Classique","Liberal Party"
"2698",65,"A man","Some technical, community college, CEGEP, College Classique","Conservative Party"
"2699",58,"A man","Completed secondary/ high school","Green Party"
"2700",62,"A woman","Master's degree","NDP"
"2701",70,"A man","Some university","Liberal Party"
"2702",80,"A man","Bachelor's degree","Conservative Party"
"2703",74,"A man","Completed technical, community college, CEGEP, College Classique","Conservative Party"
"2704",63,"A man","Bachelor's degree","Conservative Party"
"2705",71,"A man","Some university","Conservative Party"
"2706",62,"A man","Completed secondary/ high school","Conservative Party"
"2707",76,"A man","Completed technical, community college, CEGEP, College Classique","Conservative Party"
"2708",65,"A man","Completed technical, community college, CEGEP, College Classique","Liberal Party"
"2709",29,"A woman","Bachelor's degree","NDP"
"2710",63,"A woman","Some technical, community college, CEGEP, College Classique","NDP"
"2711",72,"A man","Master's degree","Liberal Party"
"2712",38,"A man","Professional degree or doctorate","Liberal Party"
